"Quality","Country","Code","Year","Gini","Quntile 1","Quntile 2","Quntile 3","Quntile 4","Inc","Pers","Gross","Cov1","Cov2","Source1","Source2","Q","Other"
"ps","Nepal","NPL",1977,53,0.046,0.126,0.243,0.408,"I","H","N","Nat'l",,"van Ginneken and Park 1984",,"ps",
"accept","Netherlands","NLD",1975,28.6,0.084,0.22,0.399,0.628,"I","He","N","Nat'l",,"Netherlands, SY",,"good",
"accept","Netherlands","NLD",1977,28.39,0.086,0.223,0.4,0.629,"I","He","N","Nat'l",,"Netherlands, SY",,"good",
"accept","Netherlands","NLD",1979,28.14,0.0845,0.2242,0.4032,0.6335,"I","He","N","Nat'l",,"Netherlands, SY",,"good",
"accept","Netherlands","NLD",1981,26.66,0.0901,0.2322,0.413,0.6433,"I","He","N","Nat'l",,"Netherlands, SY",,"good",
"accept","Netherlands","NLD",1982,27.62,0.0828,0.2246,0.408,0.6408,"I","He","N","Nat'l",,"Netherlands, SY",,"good",
"accept","Netherlands","NLD",1983,27.56,0.0852,0.2264,0.4073,0.639,"I","He","N","Nat'l",,"Netherlands, SY",,"good",
"accept","Netherlands","NLD",1985,29.1,0.0757,0.2152,0.397,0.6331,"I","He","N","Nat'l",,"Netherlands, SY",,"good",
"accept","Netherlands","NLD",1986,29.68,0.0721,0.2097,0.3927,0.6317,"I","He","N","Nat'l",,"Netherlands, SY",,"good",
"accept","Netherlands","NLD",1987,29.4,0.101,0.245,0.425,0.653,"I","He","N","Nat'l",,"LIS Data base",,"good",
"accept","Netherlands","NLD",1988,29,,,,,"I","He","N","Nat'l",,"LIS Data base",,"good",
"accept","Netherlands","NLD",1989,29.6,,,,,"I","He","N","Nat'l",,"LIS Data base",,"good",
"accept","Netherlands","NLD",1991,29.3846,0.0692,0.2107,0.3997,0.6364,"I","He","N","Nat'l",,"LIS Data base",,"good",
"cs","Netherlands","NLD",1981,28.3,,,,,"I","He",,"Nat'l",,"Atkinson et al. 1995","CBS","cs",
"cs","Netherlands","NLD",1983,27.8,,,,,"I","He",,"Nat'l",,"Atkinson et al. 1995","CBS","cs",
"cs","Netherlands","NLD",1983,30.76,,,,,"I","P",,"Nat'l",,"Bishop et al. 1991",,"cs",
"cs","Netherlands","NLD",1983,33.3925,0.0606,0.192,0.3685,0.6019,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Netherlands","NLD",1983,32.1674,0.0709,0.2018,0.374,0.6062,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Netherlands","NLD",1983,29.6604,0.0737,0.2139,0.3948,0.6265,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Netherlands","NLD",1983,28.2839,0.0846,0.2251,0.4009,0.6327,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Netherlands","NLD",1985,28.1,,,,,"I","He",,"Nat'l",,"Atkinson et al. 1995","CBS","cs",
"cs","Netherlands","NLD",1987,32.4783,0.0684,0.1967,0.3712,0.6052,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Netherlands","NLD",1987,30.8515,0.0811,0.2086,0.3797,0.6119,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Netherlands","NLD",1987,27.0347,0.0842,0.227,0.4111,0.6443,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Netherlands","NLD",1987,25.96,0.096,0.2379,0.4152,0.6457,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Netherlands","NLD",1991,30.5874,0.0668,0.2031,0.3879,0.6264,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Netherlands","NLD",1991,29.1011,0.0816,0.2178,0.3951,0.628,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Netherlands","NLD",1991,27.5801,0.086,0.2282,0.4091,0.6391,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"ps","Netherlands","NLD",1962,42,0.04,0.14,0.3,0.516,"I","P","G","Nat'l",,"Paukert 1973",,"ps","PT"
"tax","Netherlands","NLD",1962,42,,,,,"I","H",,"Nat'l","Tax","UN  1967","UN-ECE","tax",
"tax","Netherlands","NLD",1973,34.432,,,,,"I","H","G","Nat'l","Tax","UN 1981",,"tax",
"tax","Netherlands","NLD",1973,29.798,,,,,"I","H","N","Nat'l","Tax","UN 1981",,"tax",
"wg","Netherlands","NLD",1952,44.6,,,,,"I","P",,"Nat'l","IR","Jain 1975","UN-ECE","wg",
"wg","Netherlands","NLD",1952,45,,,,,"I","H",,"Nat'l","Tax","UN  1967","UN-ECE","wg",
"wg","Netherlands","NLD",1962,44,,,,,"I","H",,"Nat'l","Tax","Cromwell 1977","UN-ECE","wg",
"wg","Netherlands","NLD",1962,44.35,,,,,"I","P",,"Nat'l","IR","Jain 1975","UN-ECE","wg","ARH"
"wg","Netherlands","NLD",1967,44.93,,,,,"I","P",,"Nat'l","IR","Jain 1975","UN-ECE","wg","ARH"
"accept","New Zealand","NZL",1973,30.05,0.068,0.2034,0.3888,0.6309,"I","H","G","Nat'l",,"New Zealand, OYN",,"good",
"accept","New Zealand","NZL",1975,30.04,0.0646,0.1957,0.3859,0.6411,"I","H","G","Nat'l",,"New Zealand, OYN",,"good",
"accept","New Zealand","NZL",1977,32.95,0.0611,0.1888,0.368,0.6077,"I","H","G","Nat'l",,"New Zealand, OYN",,"good",
"accept","New Zealand","NZL",1978,31.9,0.0647,0.1938,0.3744,0.6155,"I","H","G","Nat'l",,"New Zealand, OYN",,"good",
"accept","New Zealand","NZL",1980,34.79,0.0602,0.1781,0.3516,0.5943,"I","H","G","Nat'l",,"New Zealand, OYN",,"good",
"accept","New Zealand","NZL",1982,33.93,0.064,0.196,0.372,0.672,"I","H","G","Nat'l",,"New Zealand, OYN",,"good",
"accept","New Zealand","NZL",1983,34.1,0.0612,0.1823,0.3577,0.5999,"I","H","G","Nat'l",,"New Zealand, OYN",,"good",
"accept","New Zealand","NZL",1985,35.82,0.0552,0.1714,0.3447,0.5889,"I","H","G","Nat'l",,"New Zealand, OYN",,"good",
"accept","New Zealand","NZL",1986,35.53,0.0543,0.1735,0.3487,0.5921,"I","H","G","Nat'l",,"New Zealand, OYN",,"good",
"accept","New Zealand","NZL",1987,36.45,0.0548,0.1693,0.3404,0.5825,"I","H","G","Nat'l",,"New Zealand, OYN",,"good",
"accept","New Zealand","NZL",1989,36.58,0.0578,0.1688,0.337,0.579,"I","H","G","Nat'l",,"New Zealand, OYN",,"good",
"accept","New Zealand","NZL",1990,40.21,0.0458,0.151,0.3141,0.5527,"I","H","G","Nat'l",,"New Zealand, OYN",,"good",
"tax","New Zealand","NZL",1958,35.7,,,,,"I","H",,"Nat'l","Tax","Cromwell 1977",,"tax",
"tax","New Zealand","NZL",1966,31.35,,,,,"I","H",,"Nat'l","tax","Jain 1975","NZDS","tax","ARH"
"wg","New Zealand","NZL",1954,66.6,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1955,67.2,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1958,65.2,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1959,60.6,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1960,61,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1961,59.7,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1963,58.2,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1964,58.1,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1965,57.7,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1966,56.3,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1967,55.6,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1968,55.4,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1968,39.27,,,,,"I","P",,"Nat'l","IR","Jain 1975","NZDS","wg",
"wg","New Zealand","NZL",1969,55.1,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1969,38.84,,,,,"I","P",,"Nat'l","IR","Jain 1975","NZDS","wg",
"wg","New Zealand","NZL",1970,55.2,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1970,37.08,,,,,"I","P",,"Nat'l","IR","Jain 1975","NZDS","wg","ARH"
"wg","New Zealand","NZL",1970,40.58,,,,,"I","P",,"Nat'l","IR","Jain 1975","NZDS","wg",
"wg","New Zealand","NZL",1971,54.7,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1971,35.57,,,,,"I","P",,"Nat'l","IR","Jain 1975","NZDS","wg",
"wg","New Zealand","NZL",1972,54.3,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"wg","New Zealand","NZL",1977,52.3,,,,,"I","P",,"Nat'l","Tax","Easton 1983",,"wg",
"accept","Nicaragua","NIC",1993,50.32,0.042,0.122,0.248,0.449,"E","P","N","Nat'l",,"WDR 1996","HBS","good",
"accept","Niger","NER",1992,36.1,0.0748,0.193,0.3477,0.5588,"E","P",,"Nat'l",,"WDR 1996",,"good",
"ps","Niger","NER",1960,29.2,,,,,"I",,,"Nat'l",,"Cromwell 1977",,"ps",
"ps","Niger","NER",1960,34,0.078,0.194,0.35,0.58,"I","P","G","Nat'l",,"Paukert 1973",,"ps","PT"
"accept","Nigeria","NGA",1986,37.02,0.0696,0.1916,0.3523,0.558,"E","P","N","Nat'l",,"Ngwafon 1995","HBS","good",
"accept","Nigeria","NGA",1992,41.15,0.066,0.1687,0.3126,0.5171,"E","P","N","Nat'l",,"Ngwafon 1995","HBS","good",
"accept","Nigeria","NGA",1993,37.47,0.0399,0.1292,0.2729,0.507,"E","P",,"Nat'l",,"WDR 1996",,"good",
"ps","Nigeria","NGA",1959,46.8,,,,,"I","P",,"Nat'l",,"Cromwell 1977","Adelman and Morris 1972","ps",
"ps","Nigeria","NGA",1959,51,0.07,0.14,0.23,0.391,"I","P","G","Nat'l",,"Paukert 1973",,"ps","PT"
"ps","Nigeria","NGA",1963,48,,,,,"I","H",,"Nat'l",,"ILO 1982",,"ps",
"ps","Nigeria","NGA",1975,35.5,,,,,"I","H",,"Nat'l",,"Aigbokhan  1988","NFOS, 75","ps",
"ps","Nigeria","NGA",1980,36.7,,,,,"I","H",,"Nat'l",,"Aigbokhan  1988","NFOS, 80","ps",
"ps","Nigeria","NGA",1981,35.182,,,,,"I","H","G","Nat'l",,"NFOS",,"ps",
"ps","Nigeria","NGA",1982,36.138,,,,,"I","H","G","Nat'l",,"NFOS",,"ps",
"wg","Nigeria","NGA",1970,60.34,,,,,"I","P","G","Nat'l","Tax","Owisekun and Otigba 1980",,"wg",
"wg","Nigeria","NGA",1970,61.83,,,,,"I","P","G","Nat'l","Tax","Owisekun and Otigba 1980",,"wg",
"wg","Nigeria","NGA",1970,57.94,,,,,"I","P","N","Nat'l","Tax","Owisekun and Otigba 1980",,"wg",
"wg","Nigeria","NGA",1970,59.75,,,,,"I","P","N","Nat'l","Tax","Owisekun and Otigba 1980",,"wg",
"wg","Nigeria","NGA",1971,30.989,,,,,"I","H","G","Nat'l","Tax","ILO 1982",,"wg",
"wg","Nigeria","NGA",1971,55.18,,,,,"I","P","G","Nat'l","Tax","Owisekun and Otigba 1980",,"wg",
"wg","Nigeria","NGA",1971,52.45,,,,,"I","P","N","Nat'l","Tax","Owisekun and Otigba 1980",,"wg",
"accept","Norway","NOR",1962,37.52,0.0495,0.244,0.42,0.6,"I","H","N","Nat'l",,"Norway SY",,"good",
"accept","Norway","NOR",1967,36.04,0.0556,0.1717,0.338,0.6026,"I","H","N","Nat'l",,"Norway SY",,"good",
"accept","Norway","NOR",1973,37.48,0.0494,0.1552,0.3024,0.5649,"I","H","N","Nat'l",,"Norway SY",,"good",
"accept","Norway","NOR",1976,37.3,0.0465,0.1558,0.3474,0.5836,"I","H","N","Nat'l",,"Norway SY",,"good",
"accept","Norway","NOR",1979,31.15,0.0463,0.1567,0.3373,0.5895,"I","H","N","Nat'l",,"Norway SY",,"good",
"accept","Norway","NOR",1984,30.57,0.0836,0.2028,0.3775,0.6148,"I","H","N","Nat'l",,"Norway SY",,"good",
"accept","Norway","NOR",1985,31.39,0.0818,0.2087,0.3876,0.6312,"I","H","N","Nat'l",,"Norway SY",,"good",
"accept","Norway","NOR",1986,33.11,0.051,0.1644,0.3453,0.598,"I","H","N","Nat'l",,"Norway SY",,"good",
"accept","Norway","NOR",1991,33.31,0.054,0.1657,0.3358,0.5845,"I","H","N","Nat'l",,"Norway SY",,"good",
"cs","Norway","NOR",1963,35,0.045,0.166,0.351,0.595,"I","P","G","Nat'l",,"Paukert 1973",,"cs","PT"
"cs","Norway","NOR",1970,30.5,,,,,"I","He",,"Nat'l",,"Ringen 1991","NCBS","cs",
"cs","Norway","NOR",1973,34.8,,,,,"I","He",,"Nat'l",,"Ringen 1991","NCBS","cs",
"cs","Norway","NOR",1976,31.9,,,,,"I","He",,"Nat'l",,"Ringen 1991","NCBS","cs",
"cs","Norway","NOR",1979,30.1791,0.0612,0.2013,0.393,0.637,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Norway","NOR",1979,27.8514,0.0789,0.2208,0.4066,0.6422,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Norway","NOR",1979,26.2395,0.0745,0.2258,0.4234,0.6636,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Norway","NOR",1979,23.046,0.0973,0.252,0.442,0.6716,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Norway","NOR",1979,31.1,,,,,"I","H",,"Nat'l",,"O'Higgins et al. 1989",,"cs",
"cs","Norway","NOR",1979,31.4,,,,,"I","He",,"Nat'l",,"Ringen 1991","NCBS","cs",
"cs","Norway","NOR",1981,23.4,,,,,"I","Pe","N","Nat'l",,"Atkinson et al. 1995",,"cs",
"cs","Norway","NOR",1982,23.4,0.103,0.252,0.437,0.663,"I","Pe","N","Nat'l",,"Atkinson et al. 1995","CBS","cs",
"cs","Norway","NOR",1986,22.6,,,,,"I","Pe","N","Nat'l",,"Atkinson et al. 1995",,"cs",
"cs","Norway","NOR",1986,30.3559,0.0644,0.2015,0.3897,0.6301,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Norway","NOR",1986,26.4401,0.0838,0.2289,0.4153,0.6511,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Norway","NOR",1986,28.3494,0.0734,0.2161,0.4048,0.6409,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Norway","NOR",1986,23.3816,0.0983,0.25,0.4376,0.6672,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Norway","NOR",1989,24.4,,,,,"I","Pe","N","Nat'l",,"Atkinson et al. 1995",,"cs",
"cs","Norway","NOR",1991,31.8084,0.064,0.194,0.3789,0.6192,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Norway","NOR",1991,27.2922,0.0849,0.2268,0.4101,0.642,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Norway","NOR",1991,28.8032,0.0732,0.2116,0.4019,0.6398,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Norway","NOR",1991,23.3174,0.0997,0.2521,0.4392,0.6669,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"wg","Norway","NOR",1957,39.74,,,,,"I","P",,"Nat'l","IR","Jain 1975","UN-ECE","wg","ARH"
"wg","Norway","NOR",1957,40,,,,,"I","H",,"Nat'l","Tax","UN  1967","UN-ECE","wg",
"wg","Norway","NOR",1963,36,,,,,"I","H",,"Nat'l","Tax","Cromwell 1977","UN-ECE","wg",
"wg","Norway","NOR",1963,36.22,,,,,"I","P",,"Nat'l","IR","Jain 1975","UN-ECE","wg","ARH"
"accept","Pakistan","PAK",1969,30.56,0.0916,0.2201,0.3851,0.5993,"E","H","N","Nat'l",,"Pakistan, Econ Survey 1990/91","HIES","good",
"accept","Pakistan","PAK",1970,29.91,0.0916,0.2228,0.3907,0.6061,"E","H","N","Nat'l",,"Pakistan, Econ Survey 1990/91","HIES","good",
"accept","Pakistan","PAK",1971,31.45,0.0894,0.2168,0.3805,0.5925,"E","H","N","Nat'l",,"PHIES",,"good",
"accept","Pakistan","PAK",1979,32.32,0.0858,0.2109,0.3738,0.5873,"E","H","N","Nat'l",,"PHIES",,"good",
"accept","Pakistan","PAK",1985,32.44,0.0854,0.2088,0.371,0.5863,"E","H","N","Nat'l",,"PHIES",,"good",
"accept","Pakistan","PAK",1986,32.15,0.0821,0.2067,0.3724,0.593,"E","H","N","Nat'l",,"Pakistan, Econ Survey 1990/91","HIES","good",
"accept","Pakistan","PAK",1987,32.13,0.0847,0.2097,0.3738,0.5904,"E","H","N","Nat'l",,"PHIES",,"good",
"accept","Pakistan","PAK",1988,31.43,0.0861,0.2137,0.3797,0.5961,"E","H","N","Nat'l",,"PHIES",,"good",
"accept","Pakistan","PAK",1991,31.15,0.084,0.2127,0.3814,0.603,"E","P","N","Nat'l",,"Chen et al. 1995","PCSO","good",
"cs","Pakistan","PAK",1964,37,0.065,0.175,0.33,0.55,"I","P","G","Nat'l",,"Paukert 1973",,"cs","PT"
"cs","Pakistan","PAK",1969,32.6,,,,,"I","H","G","Nat'l",,"Burki 1988",,"cs",
"cs","Pakistan","PAK",1969,33.5,,,,,"I","H",,"Nat'l",,"Fields 1989",,"cs",
"cs","Pakistan","PAK",1969,33.59,,,,,"I","H",,"Nat'l",,"Jain 1975",,"cs",
"cs","Pakistan","PAK",1970,31.5,,,,,"I","H","G","Nat'l",,"Burki 1988",,"cs",
"cs","Pakistan","PAK",1970,32.3,,,,,"I","H","G","Nat'l",,"Burki 1988",,"cs",
"cs","Pakistan","PAK",1970,33.1,,,,,"I","H",,"Nat'l",,"Fields 1989",,"cs","ARH"
"cs","Pakistan","PAK",1970,32.99,,,,,"I","H",,"Nat'l",,"Jain 1975",,"cs",
"cs","Pakistan","PAK",1970,33.62,,,,,"I","H",,"Nat'l",,"Jain 1975",,"cs",
"cs","Pakistan","PAK",1970,33,,,,,"I","H",,"Nat'l",,"Pakistan, Econ Survey 1990/91",,"cs",
"cs","Pakistan","PAK",1971,33.2,,,,,"I","H","G","Nat'l",,"Burki 1988",,"cs",
"cs","Pakistan","PAK",1971,32.1,,,,,"I","H",,"Nat'l",,"Fields 1989",,"cs",
"cs","Pakistan","PAK",1971,35.49,0.079,0.243,0.381,0.498,"I","H","G","Nat'l",,"PHIES",,"cs",
"cs","Pakistan","PAK",1972,34,,,,,"I","H",,"Nat'l",,"Fields 1989",,"cs",
"cs","Pakistan","PAK",1979,36,,,,,"I","H",,"Nat'l",,"Fields 1989",,"cs",
"cs","Pakistan","PAK",1979,36.7,,,,,"I","P",,"Nat'l",,"Fields 1989",,"cs",
"cs","Pakistan","PAK",1979,35.666,0.075,0.291,0.428,0.65,"I","H","G","Nat'l",,"PHIES",,"cs",
"cs","Pakistan","PAK",1984,38.3,,,,,"I","P",,"Nat'l",,"Fields 1989",,"cs",
"cs","Pakistan","PAK",1985,35.164,0.075,0.296,0.466,0.592,"I","H","G","Nat'l",,"PHIES",,"cs",
"cs","Pakistan","PAK",1986,35.5,,,,,"I","H",,"Nat'l",,"Pakistan, Econ Survey 1990/91",,"cs",
"cs","Pakistan","PAK",1987,32.784,0.082,0.244,0.426,0.661,"I","H","G","Nat'l",,"PHIES",,"cs",
"cs","Pakistan","PAK",1988,32.38,0.077,0.231,0.408,0.655,"I","H","G","Nat'l",,"PHIES",,"cs",
"nn","Pakistan","PAK",1963,35,,,,,"I","H","G","Rural",,"Mahmood 1984",,"ps",
"nn","Pakistan","PAK",1963,38.1,,,,,"I","H","G","Urban",,"Mahmood 1984",,"ps",
"nn","Pakistan","PAK",1967,19,,,,,"I","P",,"Rural",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1967,32.18,,,,,"I","H",,"Rural",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1967,26.07,,,,,"I","P",,"Urban",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1967,39.06,,,,,"I","H",,"Urban",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1967,31.8,,,,,"I","H","G","Rural",,"Mahmood 1984",,"nn",
"nn","Pakistan","PAK",1967,38,,,,,"I","H","G","Urban",,"Mahmood 1984",,"nn",
"nn","Pakistan","PAK",1969,20.74,,,,,"I","P",,"Nat'l",,"Jain 1975",,"cs",
"nn","Pakistan","PAK",1969,16.59,,,,,"I","P",,"Rural",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1969,30.16,,,,,"I","H",,"Rural",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1969,26.63,,,,,"I","P",,"Urban",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1969,38.48,,,,,"I","H",,"Urban",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1969,30,,,,,"I","H","G","Rural",,"Mahmood 1984",,"nn",
"nn","Pakistan","PAK",1969,37.4,,,,,"I","H","G","Urban",,"Mahmood 1984",,"nn",
"nn","Pakistan","PAK",1970,18.63,,,,,"I","P",,"Nat'l",,"Jain 1975",,"cs",
"nn","Pakistan","PAK",1970,14.65,,,,,"I","P",,"Rural",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1970,16.3,,,,,"I","P",,"Rural",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1970,29.79,,,,,"I","H",,"Rural",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1970,30.35,,,,,"I","H",,"Rural",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1970,23.87,,,,,"I","P",,"Urban",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1970,24.52,,,,,"I","P",,"Urban",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1970,36.45,,,,,"I","H",,"Urban",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1970,36.71,,,,,"I","H",,"Urban",,"Jain 1975",,"nn",
"nn","Pakistan","PAK",1970,30.3,,,,,"I","H","G","Rural",,"Mahmood 1984",,"nn",
"nn","Pakistan","PAK",1970,35.7,,,,,"I","H","G","Urban",,"Mahmood 1984",,"nn",
"nn","Pakistan","PAK",1971,30.7,,,,,"I","H","G","Rural",,"Mahmood 1984",,"nn",
"nn","Pakistan","PAK",1971,36.3,,,,,"I","H","G","Urban",,"Mahmood 1984",,"nn",
"nn","Pakistan","PAK",1979,32.4,,,,,"I","H","G","Rural",,"Mahmood 1984",,"nn",
"nn","Pakistan","PAK",1979,41.4,,,,,"I","H","G","Urban",,"Mahmood 1984",,"nn",
"ps","Pakistan","PAK",1963,34.7,,,,,"I","H","G","Nat'l",,"Burki 1988",,"ps",
"ps","Pakistan","PAK",1963,35.6,,,,,"I","H",,"Nat'l",,"Fields 1989",,"ps","ARH"
"ps","Pakistan","PAK",1963,44.33,,,,,"I","P",,"Nat'l",,"Jain 1975",,"ps",
"ps","Pakistan","PAK",1963,38.65,,,,,"I","H",,"Nat'l",,"Jain 1975",,"ps",
"ps","Pakistan","PAK",1964,38.1,,,,,"I","H",,"Nat'l",,"Cromwell 1977",,"ps",
"ps","Pakistan","PAK",1967,34.2,,,,,"I","H","G","Nat'l",,"Burki 1988",,"ps",
"ps","Pakistan","PAK",1967,34.9,,,,,"I","H",,"Nat'l",,"Fields 1989",,"ps",
"ps","Pakistan","PAK",1967,22.24,,,,,"I","P",,"Nat'l",,"Jain 1975",,"ps",
"ps","Pakistan","PAK",1967,35.51,,,,,"I","H",,"Nat'l",,"Jain 1975",,"ps",
"accept","Panama","PAN",1970,57,0.018,0.07,0.183,0.387,"I","H","G","Nat'l",,"van Ginneken and Park 1984","PSSHI","good",
"accept","Panama","PAN",1979,48.76,0.038,0.118,0.247,0.465,"I","P","G","Nat'l",,"Psacharopoulos et a. 1992","PEMO  1979","good",
"accept","Panama","PAN",1980,47.47,0.0419,0.1238,0.2578,0.4758,"I","P","G","Nat'l",,"Panama, DEC",,"good",
"accept","Panama","PAN",1989,56.47,0.02,0.083,0.199,0.402,"I","P","G","Nat'l",,"Psacharopoulos et a. 1992","PEMO 1989","good",
"cs","Panama","PAN",1970,44.83,,,,,"I","P",,"Nat'l",,"Jain 1975",,"cs","ARH"
"nn","Panama","PAN",1962,36.09,,,,,"I","H",,"Urban","Capital","Jain 1975",,"nn",
"nn","Panama","PAN",1968,40.14,,,,,"I","P",,"Urban","IR","Jain 1975",,"nn",
"nn","Panama","PAN",1968,40.69,,,,,"I","P",,"Urban","IR","Jain 1975",,"nn",
"nn","Panama","PAN",1970,42.11,,,,,"I","P",,"Urban","IR","Jain 1975",,"wg",
"nn","Panama","PAN",1970,43.18,,,,,"I","P",,"Urban","IR","Jain 1975",,"wg",
"nn","Panama","PAN",1972,34.81,,,,,"I","P",,"Urban","IR","Jain 1975",,"wg",
"nn","Panama","PAN",1972,41.91,,,,,"I","P",,"Urban","IR","Jain 1975",,"wg",
"ps","Panama","PAN",1969,49.9,,,,,"I","H",,"Nat'l",,"Cromwell 1977",,"ps",
"ps","Panama","PAN",1969,48,0.049,0.143,0.281,0.433,"I","P","G","Nat'l",,"Paukert 1973",,"ps","PT"
"wg","Panama","PAN",1960,50.02,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg",
"wg","Panama","PAN",1969,55.67,,,,,"I","P",,"Nat'l","EAP","Jain 1975",,"wg",
"wg","Panama","PAN",1970,55.8,,,,,"I","P",,"Nat'l","EAP","Lecaillon et al. 1984",,"wg",
"wg","Panama","PAN",1972,42.58,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg",
"nn","Paraguay","PRY",1983,45.1,,,,,"I","P","G","Urban","Metro","WB Paraguay 1994",,"nn",
"nn","Paraguay","PRY",1990,39.8,,,,,"I","P","G","Urban","Metro","WB Paraguay 1994",,"nn",
"accept","Peru","PER",1971,55,,,,,"I","H","G","Nat'l",,"Leon and Leon 1979",,"ps",
"accept","Peru","PER",1981,49.33,0.0627,0.144,0.2236,0.4181,"I","P","G","Nat'l",,"Peru, SY",,"good",
"accept","Peru","PER",1986,42.76,0.062,0.161,0.3,0.502,"E","P","N","Nat'l",,"Psacharopoulos et a. 1992","LSMS","good",
"accept","Peru","PER",1994,44.87,0.0488,0.1408,0.282,0.4962,"E","P","N","Nat'l",,"Chen et al. 1995","LSMS","good",
"cs","Peru","PER",1981,57,,,,,"I","H",,"Nat'l",,"Milanovic 1994",,"cs",
"cs","Peru","PER",1986,31,,,,,"E","H",,"Nat'l",,"Fields 1989",,"cs",
"nn","Peru","PER",1961,75.82,,,,,"I","P",,"Nat'l","IR","Jain 1975","Webb 1972","nn",
"nn","Peru","PER",1969,41.3,,,,,"E","H",,"Urban","Capital","Bourguignon and Morrisson 1989",,"nn",
"nn","Peru","PER",1969,48,,,,,"I","H","G","Urban","Capital","Bourguignon and Morrisson 1989",,"nn",
"nn","Peru","PER",1971,43,,,,,"I","H","G","Urban","Capital","Bourguignon and Morrisson 1989",,"nn",
"nn","Peru","PER",1971,56,,,,,"I","H","G","Rural",,"Bourguignon and Morrisson 1989",,"nn",
"nn","Peru","PER",1986,32,,,,,"E","P",,"Urban","Capital","Statistical Yearbook",,"nn",
"nn","Peru","PER",1990,43.81,,,,,"I","P",,"Urban","Capital","Psacharopoulos et a. 1992",,"nn",
